preco,taxa,km/l,km
7691,0,32,49967
6491,0,33,110296
16971,150,15,5879
13560,150,26,15886
8191,150,23,19763
12840,145,21,14940
14232,160,19,27549
12271,150,23,68331
14995,150,27,28088
8991,145,24,21506
8891,145,26,61781
9200,30,27,81420
10491,150,20,38243
8491,20,27,65199
10491,0,32,49841
9491,20,29,62505
10391,150,22,19240
8291,150,27,60638
10991,0,32,48063
9991,125,26,56327
19500,145,23,8193
25520,145,15,10459
16890,145,26,15994
9370,0,38,22289
9740,145,32,65706
8991,260,16,90286
17750,145,18,11586
9960,125,23,30165
18020,145,23,6573
11497,20,27,12173
17997,145,29,16415
7190,145,25,37528
11969,145,32,39644
8791,0,28,36278
9991,125,23,32647
6717,125,23,39656
9640,145,27,36239
18030,145,24,26688
11430,145,23,29107
6360,30,24,65085
18797,145,29,18664
6527,30,23,45982
5991,160,18,62430
9397,0,28,5787
9110,0,28,50083
18520,145,21,15184
19950,145,21,1775
10465,30,27,108371
16300,145,26,2984
16410,145,32,21316
6140,30,23,56504
10995,20,27,19174
7995,0,28,42870
20995,145,26,1553
8995,30,24,45247
12495,145,28,20348
11495,145,28,9970
21995,160,21,30098
17995,145,21,11001
10490,145,28,19013
15290,145,21,16330
5391,150,20,105933
6791,125,23,63899
6380,0,28,31715
8540,0,32,80473
12530,30,27,59792
16757,30,26,38925
9660,30,23,49392
6610,30,23,53652
7500,0,32,118819
8470,145,23,15591
10680,145,26,21274
21290,145,17,7245
19210,145,25,14523
10991,145,28,25008
9020,125,22,28905
11000,145,26,17416
9791,145,18,7723
15200,145,25,11053
16690,145,23,243
10391,145,28,20809
13890,145,23,28452
14791,145,24,18636
12950,145,26,16192
13890,145,24,21079
4591,30,25,54552
10291,0,28,34001
9491,145,28,57080
10291,0,32,41774
7060,30,23,43476
12470,145,23,100236
12810,145,27,53340
11491,20,29,33275
8750,0,28,28806
9891,235,17,103754
19491,145,18,16095
9540,145,27,18839
9520,145,27,14429
13980,145,25,12114
17250,145,22,8795
13140,145,21,4067
13140,145,21,4619
12990,145,21,4112
12990,145,21,4683
16490,145,21,5760
37990,145,9,243
7570,145,20,65143
9990,30,27,97589
11290,125,26,41547
7800,145,25,14346
12170,145,27,10443
11830,145,25,20966
17740,145,19,19505
9880,160,19,21517
6160,20,30,79685
7771,125,23,73627
9947,0,33,38689
17960,125,24,45708
9430,145,28,29375
10491,145,28,10496
11771,145,28,13052
16990,145,19,40168
8271,145,25,20917
7991,125,23,16245
21810,145,20,38994
17197,145,29,35555
7991,145,25,23558
14791,145,25,16259
9271,145,26,41656
11450,145,24,9774
15800,145,21,33299
17520,145,26,8427
6120,145,20,68592
7991,30,26,41843
9171,20,27,72420
10620,0,32,47435
10260,145,28,16087
12491,145,26,15630
13271,145,26,8798
7660,20,26,87265
12110,20,29,10564
9910,0,28,44209
12100,145,25,5633
15590,145,26,9236
14990,145,26,18290
19000,145,26,6894
17217,145,26,4010
10000,145,26,26281
7791,145,23,24245
12495,0,33,5372
9995,20,29,73021
14495,145,28,8715
19995,145,23,27681
12495,145,20,80
17495,145,26,58601
8495,145,20,11444
5991,125,23,99398
9291,150,21,3555
9691,150,27,70005
5610,30,23,79791
7430,30,23,45089
10250,145,26,24060
17990,145,26,7849
9050,160,19,49177
13700,145,25,17069
13220,145,32,22357
9340,145,27,40232
7940,160,19,66710
10790,0,32,51972
8820,0,28,51381
9510,0,28,32576
8890,160,19,36859
7110,125,23,41727
7300,145,25,20057
6820,0,28,40562
13371,145,26,8486
6940,20,29,77789
11020,20,29,11574
10050,20,27,31678
19710,145,20,67496
8791,30,26,52519
9720,20,29,48880
6991,30,24,83312
10447,145,27,17033
16410,145,32,8
15590,145,26,14315
13000,145,24,4110
12491,145,27,52234
7230,0,38,84455
15066,20,29,54019
8500,0,32,52497
9600,0,28,20909
10291,150,28,6162
8291,150,28,47461
6741,30,23,51000
12090,145,28,6754
6891,0,28,51338
10540,20,27,18614
12891,145,20,22209
9920,145,20,78908
7530,30,23,32538
12020,145,24,20986
7250,125,23,27938
14771,145,23,13932
5791,30,24,108461
6860,30,23,36555
11510,125,22,29210
8991,145,27,24142
7330,145,20,46925
14430,160,19,25700
10500,0,33,36081
11800,145,32,40779
15290,145,25,16184
15295,145,25,21469
10680,20,29,56646
7480,0,33,77182
10810,125,22,48647
13740,145,25,4843
8291,165,21,60912
4391,30,25,37007
9391,150,19,28799
13690,150,34,26210
6690,0,32,81170
10391,150,32,57738
16900,145,27,32299
10160,145,28,43657
13291,20,29,56580
11000,145,24,27138
11800,150,26,15537
10200,145,27,25812
13800,145,27,39445
15800,150,27,22658
19730,145,20,11275
15390,145,26,9622
15590,145,26,8
15390,145,26,10770
15310,145,26,18084
22491,145,12,1724
16990,145,24,9881
10491,30,24,32977
11350,145,28,3108
6700,20,29,85062
19894,145,23,22318
15890,145,22,17130
9814,145,22,49770
8194,145,23,25317
11490,125,26,39149
16500,145,23,53404
9900,20,29,46780
14500,145,23,56227
8995,145,28,43048
18500,145,20,4397
25400,145,21,9775
18900,145,27,6878
16700,145,26,15525
8995,145,25,10982
17797,145,18,31611
12500,145,26,27373
18700,145,16,25629
10100,30,27,21816
10900,145,25,28421
16995,145,26,21657
9900,145,18,15870
19000,145,20,23221
11995,145,28,14692
14000,30,27,30080
11995,150,28,20770
13900,150,23,29704
14580,145,24,18792
16160,145,22,18047
15360,145,25,17006
15270,145,25,22907
7440,0,28,51866
10291,125,23,3219
6271,30,23,55451
11500,145,32,48580
8291,145,25,16932
9980,200,20,75052
4695,30,23,103410
10995,200,20,67317
8495,30,25,9162
8498,0,32,40505
16798,145,27,24631
15498,150,21,15043
9990,145,28,21003
13352,200,18,54695
17520,145,26,3652
17520,145,26,5023
13140,145,21,2937
10451,145,28,22830
17520,145,26,7667
8351,145,23,42133
18987,145,29,21052
7250,0,28,57600
7375,0,28,37372
8500,0,32,98310
7480,125,23,22478
11495,145,24,23829
6395,30,23,53709
9395,145,27,61155
7222,160,19,77744
9082,0,32,67496
9995,30,23,35599
12000,145,28,49566
14500,145,21,21358
17000,145,29,23984
14200,145,29,10058
7991,0,28,18686
8591,30,24,55992
16070,145,23,39638
5930,125,23,72230
12830,145,24,27063
12620,30,27,36590
18420,145,27,10356
19990,145,25,4064
14270,125,26,32832
11240,30,23,19399
17990,125,24,37498
10290,125,22,31891
10530,30,24,18078
11951,145,24,7932
10330,30,27,30019
8499,125,23,33025
8794,145,20,68926
11495,145,24,25366
9900,125,23,16494
14200,145,34,7070
9500,125,22,41399
9400,125,22,16525
11800,145,26,28093
11800,145,28,55797
17900,145,24,30631
14800,150,24,5563
10500,145,28,49175
13500,150,23,63694
5791,30,23,63583
13791,150,23,3811
8491,150,28,47651
7491,0,28,54571
16407,125,22,56650
13291,150,25,23775
8291,0,28,59562
8691,150,28,34565
9391,150,27,38820
16891,150,23,47355
12291,150,23,16121
12999,145,25,15289
10699,165,19,20838
7799,20,26,45076
8499,0,28,32187
7499,150,25,13197
21400,145,15,9027
21400,150,15,4447
19997,145,15,48237
12500,150,23,16093
10300,145,28,64187
8800,145,23,102378
30500,145,16,10432
12200,145,28,48594
10300,145,28,56372
19000,125,24,25268
8010,0,28,57315
13930,145,26,14481
6840,0,32,52580
15330,145,26,11661
6091,150,20,72615
9500,20,26,63379
8750,0,32,74846
7650,0,32,29607
8595,0,28,27146
9800,150,28,18802
7800,0,32,82789
22500,140,20,11359
5800,20,29,127138
16000,150,26,42945
10491,145,26,38573
7591,0,28,50067
8151,0,28,51835
17000,145,29,18647
17000,145,25,24983
13900,145,24,5237
11700,145,26,27137
17900,145,32,13230
18000,145,24,52292
13750,145,32,7910
11920,0,32,17175
12046,30,27,38505
6990,145,25,31628
10190,145,27,58472
6761,0,28,72390
15411,145,26,1567
4960,30,25,52643
15650,145,26,25102
17500,145,23,17888
11490,145,32,43920
10890,20,29,24962
11991,145,22,14170
9691,20,29,38465
10691,145,32,57901
12690,145,26,70011
7291,145,25,27098
12791,145,23,12690
7891,20,27,94422
11491,145,26,34261
16390,150,26,19001
10571,205,20,76336
18800,150,18,22317
10000,0,32,39702
11000,145,32,34709
5800,30,23,63361
13800,145,25,9054
9500,0,28,39112
8500,145,20,104391
9300,125,23,53855
11900,145,26,26337
15300,145,24,8196
8700,30,27,46003
9457,145,27,16098
8591,145,27,32322
15470,145,21,14416
13670,145,25,23060
13241,145,23,89096
13020,145,21,9170
13020,145,21,9653
20800,145,24,14787
8900,145,27,34198
9677,0,32,48422
10417,125,22,19296
20440,145,21,18530
9561,145,18,23990
14780,145,29,13906
9070,145,27,19743
7550,0,28,31057
13277,125,22,102500
11550,145,23,48100
10120,145,24,68294
11000,145,24,45396
11000,145,24,46589
10891,145,24,49803
21000,145,20,7957
33000,145,16,16
18500,145,18,26113
10000,145,32,48100
15700,145,22,6750
10500,125,22,21443
9200,20,29,109939
9900,150,20,50532
9998,0,28,27528
14998,145,19,26707
7998,20,26,43628
10498,125,26,85218
18998,145,15,22077
16998,145,32,18298
11498,145,32,65742
9498,145,24,17780
7798,125,23,40008
19110,145,21,16122
6491,30,25,73407
10197,145,27,16338
11200,145,24,23022
7730,20,29,76273
6531,0,28,80979
21500,145,21,5147
19990,145,32,8993
9291,0,33,110336
6470,125,23,49507
10630,145,20,5242
14380,145,27,18638
9031,150,27,42783
15340,150,26,15894
11711,30,24,19467
6221,30,23,74546
13280,145,23,37070
11200,145,28,21786
15441,150,23,25685
10630,145,20,4141
9991,125,26,50408
17520,145,26,7395
7690,125,24,47467
30000,145,16,20545
19050,145,21,35676
9421,150,29,37633
13991,145,20,23004
11611,145,28,17098
9991,145,28,35446
17131,145,26,21995
6997,0,28,37502
9460,145,27,12384
18090,145,18,30666
8510,0,28,18248
10121,145,28,10461
14491,145,26,35489
8830,125,22,36342
13297,235,16,42788
10077,30,25,31710
8580,145,18,28963
15330,145,26,13050
15450,145,26,17371
18491,145,25,9851
14540,145,34,9508
7500,0,28,35909
14110,145,26,12653
16690,145,21,4476
5391,165,18,120871
7351,0,28,48900
9161,20,29,69187
9241,150,36,53707
6591,125,24,129434
21590,145,17,10763
10570,145,25,22711
9287,0,28,5150
19360,145,17,2214
9410,125,23,39229
13291,145,25,37813
16950,145,26,2562
7960,30,25,49186
17991,145,21,28196
10000,20,29,40179
18500,150,16,3380
18795,150,21,7372
11295,150,28,11426
17991,150,19,6375
12000,150,23,18783
7795,150,25,10660
10000,150,28,37465
17500,150,26,12609
17500,145,22,6890
6100,0,28,48060
17520,145,26,6650
17520,145,26,3188
17020,145,26,20245
13130,145,21,6452
12980,145,21,6729
12630,145,25,33458
18000,150,16,12389
16295,150,26,14341
18500,150,20,11587
17295,150,25,7837
17500,150,25,3476
16500,150,25,4669
10700,30,24,40303
14000,150,27,32723
14795,125,26,69068
7795,145,25,24695
13100,125,26,55253
15295,145,26,8684
10200,125,22,33136
8300,125,22,30309
13500,145,25,10847
20000,125,24,33616
11400,145,28,14717
15000,145,27,22217
16000,145,21,14820
15295,145,21,13552
15295,145,32,7313
15295,145,25,15603
15295,145,25,19018
15295,145,25,20207
14000,145,24,13908
16295,145,21,12389
22000,145,20,24805
22000,145,17,4287
11000,150,28,20117
26500,150,24,9001
11490,145,28,36210
11990,150,26,34261
11490,150,26,33796
9490,20,26,95352
16990,150,23,16
17990,150,23,49635
12490,150,26,18218
10990,150,26,27743
7995,30,26,46286
12995,20,29,6949
10990,145,28,30967
10790,145,28,45969
10790,0,25,33532
18995,145,18,32660
9995,30,24,38096
11998,145,25,8816
11998,235,16,32203
16790,145,19,12414
10990,145,25,21531
9990,20,25,95606
17990,145,24,51352
10490,145,28,50844
18990,145,18,13879
15790,145,27,8230
10998,30,27,34984
11395,200,19,41877
12295,30,27,66274
18395,260,15,53528
9795,0,33,44386
7595,0,28,65202
12795,145,32,11747
11795,145,26,17841
19500,145,27,8995
19000,145,30,9128
19500,145,21,5430
20000,145,25,9907
19500,145,27,10150
16000,145,24,10066
27853,145,23,6600
11490,20,30,102492
10490,150,28,54566
11490,150,28,49246
16490,150,18,50396
11990,30,27,5707
17990,125,26,17461
17990,145,23,49688
8990,20,26,58860
13990,30,27,46642
7890,0,28,64174
8950,125,23,17484
7440,0,28,32047
11090,200,19,58134
9139,145,20,63540
7590,145,20,36571
16980,145,26,41492
10900,30,24,24890
9940,0,32,41661
9990,150,27,16571
6980,0,32,99279
4985,30,24,105233
7490,125,23,74371
10291,125,22,34047
10995,145,27,11075
14795,145,26,14169
18495,145,26,8851
15895,125,24,55931
11495,145,25,22394
8799,145,18,34013
10950,160,20,65445
10360,150,24,63534
8740,0,28,21237
17980,145,24,26184
7495,30,26,60421
7999,125,22,39282
19999,145,15,5563
12790,125,22,14293
11990,145,25,21473
13990,145,21,2103
16490,145,22,4691
13790,145,22,14985
8490,0,32,105046
19999,145,15,6724
6790,125,23,46656
7260,20,26,97624
21060,145,20,43790
9991,145,25,33357
7490,0,28,72301
11250,150,24,34868
15440,165,18,39302
18499,145,23,7258
12500,145,27,16509
14500,145,23,76014
9850,145,28,10025
22000,145,20,246
15999,145,25,344
13500,145,29,50693
8750,20,29,67037
8999,20,27,28759
7999,30,24,46928
9499,145,22,37016
9250,0,32,66015
9850,20,27,38338
13499,145,25,58218
15999,145,26,50477
10250,145,28,19782
10299,125,22,36048
6999,145,25,40375
18000,145,20,7805
11500,145,32,38447
12999,145,29,37139
18999,125,24,52706
10350,0,32,31395
14999,145,27,74255
18499,145,16,15292
15999,145,25,16867
17999,145,24,62534
13499,145,23,25886
14299,145,23,27100
18499,145,18,24549
11285,150,24,31846
11785,150,24,15652
14285,150,24,81494
13985,150,24,88840
15985,150,26,26923
7295,125,23,36584
19695,145,15,47762
19698,200,19,19248
11798,20,29,16864
17998,160,21,35964
6998,0,32,53741
18998,150,17,11901
14298,150,23,81651
9498,0,32,35766
19498,145,17,15043
13298,30,27,31096
18998,145,29,30801
5498,145,20,96258
6998,20,29,110481
16271,20,29,44101
16997,200,18,27911
12800,145,32,38370
14157,145,26,10213
9160,145,27,14458
7986,125,23,31805
8139,0,32,41432
7695,20,29,83663
9000,20,29,47815
17998,145,24,44534
7798,145,23,26235
17499,145,19,10221
12999,145,22,22305
9899,30,27,29636
10999,30,23,82115
14999,125,26,26747
27999,570,9,42010
11799,145,24,13570
13999,145,27,41189
7895,165,19,10092
20000,145,14,23001
7995,0,28,45062
9400,20,26,16760
10400,150,23,24945
12995,145,24,6437
10500,145,24,12809
10295,145,28,42800
16695,145,23,32229
14000,145,32,22571
10295,30,24,32208
20000,145,14,21414
11992,145,25,25450
7885,30,27,93342
31000,135,86,16
7999,0,28,39406
9499,145,28,27858
6999,145,25,31973
7499,145,25,20526
13999,145,34,35401
17999,145,24,65087
10499,20,29,44065
10499,125,24,42192
10499,0,32,25775
7240,125,23,33854
9499,0,32,47152
13299,145,25,33061
16499,145,26,28649
7499,125,22,73420
10999,0,28,27864
16499,145,17,19793
12999,145,25,40436
10399,145,24,23358
11499,145,22,32279
7295,125,23,36584
13785,30,27,34340
13985,150,19,53166
13785,150,19,58226
14685,150,19,36218
11185,150,24,33325
11999,150,28,4331
15999,150,25,32816
18999,150,29,32666
10999,235,17,60323
17999,145,25,26075
14999,145,25,15763
17999,145,13,31017
11699,145,28,17440
9999,145,27,7281
11499,145,30,49737
20999,145,22,28749
13490,30,27,21900
16790,145,23,16742
8500,0,32,38631
12250,145,22,23702
6291,20,29,75365
12300,125,26,74430
8220,0,36,29354
11000,145,24,50712
7490,0,33,128884
11999,145,26,26511
10499,145,20,52693
10499,145,32,25286
8299,0,28,36847
13999,125,26,54087
8999,20,26,38277
29999,145,16,12873
29999,145,16,15586
8499,0,28,25127
7720,0,32,80586
7940,145,25,18614
9920,145,28,25527
17160,145,22,10000
17750,145,26,7768
16680,145,21,16660
20391,145,32,4406
8470,0,28,28109
9430,145,28,25233
18647,145,18,30605
12391,145,28,8212
8999,145,27,52297
29390,150,16,11273
11400,145,24,14645
10210,0,28,29892
17400,145,18,18694
17580,145,16,16748
18091,160,21,71171
8330,20,29,59822
7991,145,23,123789
19110,145,22,5274
11060,145,25,43315
8991,0,28,49194
5820,20,29,154051
7491,30,24,50055
7830,30,24,46024
14800,145,26,37782
15390,145,26,8531
18250,145,23,25334
5991,30,23,55553
19400,145,28,9259
14500,145,23,41399
14000,145,26,14864
16295,145,21,12810
7295,20,29,75596
9000,145,27,30603
19000,145,18,19188
16000,145,27,27339
10000,0,25,12250
11795,0,32,35760
16995,145,34,17033
10495,145,28,26556
9995,20,29,51319
9495,0,28,34213
7370,145,25,32687
9617,0,28,28802
9530,145,28,17883
13270,145,34,53691
7990,0,32,63764
6920,30,24,56320
12680,145,29,6487
5880,30,26,74157
6995,30,26,112628
16296,145,22,36646
10993,20,26,28641
13995,145,25,13386
10795,125,22,35637
14495,145,25,1770
7990,0,28,75905
13995,20,29,51499
7372,0,28,54817
9991,160,19,15485
15791,125,24,67830
9990,145,24,48781
15990,20,29,25922
14990,145,24,80127
17990,145,17,19327
18990,145,16,17724
10490,145,28,12826
15990,145,26,10161
26490,145,15,4672
11390,145,28,29399
12990,145,23,32328
19990,145,21,3986
16990,145,21,8774
15210,145,23,10279
11491,145,25,8491
8570,145,28,22000
19075,145,27,9127
8392,150,27,35644
19500,150,23,39443
6390,125,23,68329
10390,0,32,50837
7990,20,29,72940
10250,0,28,20897
8600,125,23,44690
8250,125,22,69013
11700,125,22,24649
10750,20,27,27396
8800,145,25,25267
8500,145,25,33582
11500,145,28,48776
11250,145,25,20917
10750,125,22,70743
9380,30,24,35236
9490,30,28,124511
11250,145,24,25075
9840,0,33,35145
9990,145,28,46972
11080,125,22,23627
8400,125,23,48280
9190,20,27,39007
10490,30,28,95279
10590,30,28,91190
12000,145,27,13787
15150,235,16,13523
9000,0,28,23047
15750,145,23,71027
10500,145,24,12461
17500,145,21,21568
12750,145,26,13773
4800,30,25,49790
22991,150,17,18783
15750,150,26,30986
13500,145,29,15836
10795,145,28,8444
20500,200,20,45866
16295,145,25,11928
16000,150,21,17046
15000,150,28,9514
11895,150,28,15804
13000,205,18,49511
8000,150,25,14396
9190,0,28,18369
11680,145,26,36780
15890,145,23,58100
6680,0,28,73911
14548,145,34,31813
5752,30,24,116637
4942,30,25,20769
10395,150,28,28733
26495,145,23,13126
11595,150,25,27249
5995,30,25,13414
9995,150,28,57215
10620,145,23,131237
14180,150,26,46671
15785,150,26,14484
17990,150,25,48280
9670,150,28,41843
15785,150,26,14484
11995,235,16,64729
15000,145,22,36759
11499,145,26,37316
18500,145,19,14977
10999,145,22,53691
11000,0,33,43301
6724,145,25,38302
7500,145,25,58358
6000,30,23,84543
11990,145,32,47440
16325,145,16,12070
14990,145,26,18789
12500,145,25,18507
10150,145,26,29436
15450,145,26,19010
10485,145,22,33275
17250,145,26,1609
22450,145,22,805
21865,145,24,805
5500,30,23,81037
18500,145,18,26219
7995,125,23,27393
15495,145,26,22742
15800,145,23,39311
14500,30,27,31693
7900,145,25,47216
10500,145,28,31276
10300,145,22,33527
11800,145,28,18437
11500,145,28,54225
9770,145,27,15717
9950,145,28,11356
5391,0,33,144738
10290,125,22,34512
11950,150,21,71316
9970,150,20,65513
15975,0,29,15121
9500,0,28,35908
21200,145,15,9006
10250,145,18,14521
12000,145,27,48953
20000,125,24,40528
18250,200,18,18223
14440,125,26,31968
10190,145,28,21705
23038,145,22,24171
8810,0,32,73165
12448,145,24,21993
19490,150,19,38363
14450,150,26,40295
9985,150,28,14851
14450,240,16,59344
12250,150,28,23176
5450,20,29,127597
22450,150,20,46671
10950,150,28,27359
17500,145,25,11653
12000,150,26,15585
7395,0,33,61453
11495,145,20,49890
21295,145,18,5172
23690,145,16,13383
18985,145,15,16037
9950,0,28,52275
19750,145,12,1609
11790,145,22,42960
10700,20,27,18382
8600,145,25,15735
8000,30,25,31673
9700,0,28,25968
6900,0,28,83940
12500,145,28,17424
14000,145,23,29956
9750,0,33,31344
10500,145,18,7675
9000,145,23,46948
15375,145,21,10718
9280,145,22,32288
11450,145,28,3219
20450,145,16,3219
19000,145,26,24101
16875,145,22,805
22450,145,17,1902
8450,125,22,74030
18000,145,16,24573
5995,0,28,128186
10990,145,26,17703
11000,125,23,4345
13000,150,32,63485
11000,150,24,16576
11000,0,32,30962
10000,150,27,30883
9295,0,33,58741
14995,125,26,34786
6950,30,24,59539
8460,0,28,25368
9300,145,28,40637
11810,125,22,8101
6730,20,29,125792
7691,0,28,55194
18511,150,32,1241
11721,150,28,18010
7591,125,22,57080
11191,145,28,17622
7391,20,26,79001
8291,20,25,43291
7350,20,29,95275
6051,145,20,41917
8040,0,28,40689
15340,145,26,16980
11220,125,22,35618
12495,145,27,26163
6995,125,23,12929
11000,145,28,38177
18000,145,21,8047
17495,160,21,77248
12000,145,28,13245
15495,145,27,3380
11000,145,32,46671
9495,145,27,27842
11490,145,28,14193
10490,145,28,22933
10000,145,28,59867
12770,145,23,19312
6495,20,29,53108
11000,145,24,24140
13440,145,28,23821
9000,0,28,51737
18000,150,20,19560
15000,125,26,66144
15490,150,34,11104
11000,145,28,51003
8999,0,28,30577
10000,20,29,59546
8000,0,33,53185
8495,125,23,53108
18000,145,23,45004
9000,150,28,33284
15000,150,23,11018
7800,20,26,65215
7500,30,24,93807
12490,145,24,18025
7991,0,28,35565
17520,145,26,8597
6600,0,28,56304
8240,145,23,6838
13960,145,26,4781
8520,125,23,15817
17650,160,21,78465
7350,20,30,73350
